COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
219067,99999, ,1990,10,1,68,47,63,58,0,7,T,null,0, ,0
219067,99999, ,1990,10,2,75,43,68,59,0,6,T,null,0, ,0
219067,99999, ,1990,10,3,68,48,55,58,0,7,0.90, ,0, ,0
219067,99999, ,1990,10,4,69,55,65,62,0,3,0, ,0, ,0
219067,99999, ,1990,10,5,82,55,75,69,4,0,0, ,0, ,0
219067,99999, ,1990,10,6,75,52,70,64,0,1,0, ,0, ,0
219067,99999, ,1990,10,7,57,42,99999,50,0,15,0, ,0, ,0
219067,99999, ,1990,10,8,55,41,42,48,0,17,T,null,0, ,0
219067,99999, ,1990,10,9,53,33,49,43,0,22,0, ,0, ,0
219067,99999, ,1990,10,10,54,35,46,45,0,20,0, ,0, ,0
219067,99999, ,1990,10,11,65,35,59,50,0,15,0, ,0, ,0
219067,99999, ,1990,10,12,59,40,51,50,0,15,0, ,0, ,0
219067,99999, ,1990,10,13,60,38,54,49,0,16,0, ,0, ,0
219067,99999, ,1990,10,14,59,49,59,54,0,11,0, ,0, ,0
219067,99999, ,1990,10,15,60,40,57,50,0,15,0, ,0, ,0
219067,99999, ,1990,10,16,64,49,59,57,0,8,0, ,0, ,0
219067,99999, ,1990,10,17,69,44,69,57,0,8,0.03, ,0, ,0
219067,99999, ,1990,10,18,42,28,99999,35,0,30,T,null,0, ,0
219067,99999, ,1990,10,19,49,28,42,39,0,26,T,null,0, ,0
219067,99999, ,1990,10,20,52,42,49,47,0,18,0.38, ,0, ,0
219067,99999, ,1990,10,21,49,32,49,41,0,24,0, ,0, ,0
219067,99999, ,1990,10,22,58,30,50,44,0,21,T,null,0, ,0
219067,99999, ,1990,10,23,64,44,57,54,0,11,T,null,0, ,0
219067,99999, ,1990,10,24,57,36,50,47,0,18,0, ,0, ,0
219067,99999, ,1990,10,25,51,31,45,41,0,24,0, ,0, ,0
219067,99999, ,1990,10,26,62,36,58,49,0,16,0, ,0, ,0
219067,99999, ,1990,10,27,58,50,54,54,0,11,0, ,0, ,0
219067,99999, ,1990,10,28,54,34,48,44,0,21,0, ,0, ,0
219067,99999, ,1990,10,29,66,45,61,56,0,9,0, ,0, ,0
219067,99999, ,1990,10,30,65,43,59,54,0,11,0, ,0, ,0
219067,99999, ,1990,10,31,69,41,61,55,0,10,0, ,0, ,0,50.9,60.9,40.8,82,28,4,436,1.31,0

219067,99999, ,1990,11,1,70,49,70,60,0,5,0, ,0, ,0
219067,99999, ,1990,11,2,70,50,60,60,0,5,0.05, ,0, ,0
219067,99999, ,1990,11,3,60,33,36,47,0,18,0.05, ,0, ,0
219067,99999, ,1990,11,4,37,32,34,35,0,30,T,null,0, ,0
219067,99999, ,1990,11,5,40,32,38,36,0,29,0, ,0, ,0
219067,99999, ,1990,11,6,39,31,38,35,0,30,T,null,T,null,0
219067,99999, ,1990,11,7,38,24,33,31,0,34,0, ,0, ,0
219067,99999, ,1990,11,8,33,24,30,29,0,36,T,null,0, ,0
219067,99999, ,1990,11,9,49,30,46,40,0,25,0, ,0, ,0
219067,99999, ,1990,11,10,46,26,43,36,0,29,0, ,0, ,0
219067,99999, ,1990,11,11,47,26,46,37,0,28,T,null,0, ,0
219067,99999, ,1990,11,12,46,29,40,38,0,27,0, ,0, ,0
219067,99999, ,1990,11,13,46,27,42,37,0,28,0, ,0, ,0
219067,99999, ,1990,11,14,72,34,65,53,0,12,0, ,0, ,0
219067,99999, ,1990,11,15,68,47,65,58,0,7,0, ,0, ,0
219067,99999, ,1990,11,16,65,34,49,50,0,15,0, ,0, ,0
219067,99999, ,1990,11,17,49,31,48,40,0,25,0, ,0, ,0
219067,99999, ,1990,11,18,54,36,54,45,0,20,0, ,0, ,0
219067,99999, ,1990,11,19,54,36,49,45,0,20,0, ,0, ,0
219067,99999, ,1990,11,20,59,37,49,48,0,17,T,null,0, ,0
219067,99999, ,1990,11,21,71,43,70,57,0,8,0.14, ,0, ,0
219067,99999, ,1990,11,22,70,41,44,56,0,9,0, ,0, ,0
219067,99999, ,1990,11,23,47,32,36,40,0,25,0, ,0, ,0
219067,99999, ,1990,11,24,57,31,43,44,0,21,0, ,0, ,0
219067,99999, ,1990,11,25,43,24,32,34,0,31,0, ,0, ,0
219067,99999, ,1990,11,26,42,21,36,32,0,33,T,null,0, ,0
219067,99999, ,1990,11,27,37,29,37,33,0,32,0.25, ,0, ,0
219067,99999, ,1990,11,28,30,20,99999,25,0,40,0, ,0, ,0
219067,99999, ,1990,11,29,40,19,35,30,0,35,0, ,0, ,0
219067,99999, ,1990,11,30,48,33,47,41,0,24,0, ,0, ,0,41.5,50.9,32.0,72,19,0,698,0.49,0

219067,99999, ,1990,12,1,47,27,37,37,0,28,0, ,0, , 
219067,99999, ,1990,12,2,37,23,29,30,0,35,0, ,0, , 
219067,99999, ,1990,12,3,29,23,25,26,0,39,0, ,0, , 
219067,99999, ,1990,12,4,25,13,19,19,0,46,999.99,null,0.8, , 
219067,99999, ,1990,12,5,37,15,35,26,0,39,0, ,0, , 
219067,99999, ,1990,12,6,35,25,33,30,0,35,0, ,0, , 
219067,99999, ,1990,12,7,40,25,39,33,0,32,0, ,0, , 
219067,99999, ,1990,12,8,48,34,47,41,0,24,0, ,0, , 
219067,99999, ,1990,12,9,48,31,44,40,0,25,0, ,0, , 
219067,99999, ,1990,12,10,44,28,40,36,0,29,0, ,0, , 
219067,99999, ,1990,12,11,40,24,38,32,0,33,0, ,0, , 
219067,99999, ,1990,12,12,38,23,35,31,0,34,0, ,0, , 
219067,99999, ,1990,12,13,35,11,25,23,0,42,0, ,0, , 
219067,99999, ,1990,12,14,31,11,29,21,0,44,999.99,null,0.3, , 
219067,99999, ,1990,12,15,33,27,33,30,0,35,999.99,null,0.2, , 
219067,99999, ,1990,12,16,33,29,30,31,0,34,0, ,0, , 
219067,99999, ,1990,12,17,33,31,33,32,0,33,999.99,null,7.0, , 
219067,99999, ,1990,12,18,33,21,24,27,0,38,0, ,0, , 
219067,99999, ,1990,12,19,29,20,24,25,0,40,T,null,T,null, 
219067,99999, ,1990,12,20,36,1,36,19,0,46,T,null,0, , 
219067,99999, ,1990,12,21,8,-2,99999,3,0,62,999.99,null,1.0, , 
219067,99999, ,1990,12,22,4,-15,-9,-5,0,70,0, ,0, , 
219067,99999, ,1990,12,23,-2,-12,-6,-7,0,72,0, ,0, , 
219067,99999, ,1990,12,24,15,-9,-4,3,0,62,0, ,0, , 
219067,99999, ,1990,12,25,15,-10,0,3,0,62,999.99,null,0.3, , 
219067,99999, ,1990,12,26,2,-17,-5,-7,0,72,999.99,null,0.1, , 
219067,99999, ,1990,12,27,21,-5,16,8,0,57,0, ,0, , 
219067,99999, ,1990,12,28,28,16,27,22,0,43,T,null,T,null, 
219067,99999, ,1990,12,29,27,-4,5,12,0,53,T,null,T,null, 
219067,99999, ,1990,12,30,5,-7,0,-1,0,66,0, ,0, , 
219067,99999, ,1990,12,31,20,-7,6,7,0,58,0, ,0, , ,20.1,28.2,11.9,48,-17,0,1388,0,9.7

219067,99999, ,1991,01,1,27,16,24,22,0,43,0, ,0, , 
219067,99999, ,1991,01,2,16,-4,99999,6,0,59,0, ,0, , 
219067,99999, ,1991,01,3,12,-9,9,2,0,63,0, ,0, , 
219067,99999, ,1991,01,4,13,-5,6,4,0,61,0, ,0, , 
219067,99999, ,1991,01,5,19,0,16,10,0,55,0.03, ,9999.9,null, 
219067,99999, ,1991,01,6,16,0,11,8,0,57,0, ,0, , 
219067,99999, ,1991,01,7,13,-10,6,2,0,63,0, ,0, , 
219067,99999, ,1991,01,8,25,12,23,19,0,46,0, ,0, , 
219067,99999, ,1991,01,9,23,9,11,16,0,49,0, ,0, , 
219067,99999, ,1991,01,10,21,11,16,16,0,49,T,null,T,null, 
219067,99999, ,1991,01,11,25,16,23,21,0,44,999.99,null,2.0, , 
219067,99999, ,1991,01,12,26,9,26,18,0,47,T,null,T,null, 
219067,99999, ,1991,01,13,30,23,26,27,0,38,0, ,0, , 
219067,99999, ,1991,01,14,37,26,34,32,0,33,0, ,0, , 
219067,99999, ,1991,01,15,34,18,26,26,0,39,0, ,0, , 
219067,99999, ,1991,01,16,27,18,23,23,0,42,0, ,0, , 
219067,99999, ,1991,01,17,29,15,29,22,0,43,0, ,0, , 
219067,99999, ,1991,01,18,35,18,30,27,0,38,0, ,0, , 
219067,99999, ,1991,01,19,42,30,42,36,0,29,0, ,0, , 
219067,99999, ,1991,01,20,32,13,99999,23,0,42,T,null,T,null, 
219067,99999, ,1991,01,21,18,-5,4,7,0,58,0, ,0, , 
219067,99999, ,1991,01,22,34,-5,13,15,0,50,0, ,0, , 
219067,99999, ,1991,01,23,29,7,12,18,0,47,999.99,null,2.3, , 
219067,99999, ,1991,01,24,12,-8,0,2,0,63,0, ,0, , 
219067,99999, ,1991,01,25,10,-14,6,-2,0,67,0, ,0, , 
219067,99999, ,1991,01,26,23,1,21,12,0,53,0, ,0, , 
219067,99999, ,1991,01,27,31,14,31,23,0,42,0, ,0, , 
219067,99999, ,1991,01,28,31,8,21,20,0,45,0, ,0, , 
219067,99999, ,1991,01,29,9,-1,99999,4,0,61,0, ,0, , 
219067,99999, ,1991,01,30,16,-8,9,4,0,61,0, ,0, , 
219067,99999, ,1991,01,31,20,6,12,13,0,52,0, ,0, , ,15.1,23.7,6.5,42,-14,0,1539,0.03,4.3

219067,99999, ,1991,02,1,34,4,20,19,0,46,0, ,0, , 
219067,99999, ,1991,02,2,44,20,36,32,0,33,0, ,0, , 
219067,99999, ,1991,02,3,50,36,49,43,0,22,0, ,0, , 
219067,99999, ,1991,02,4,49,31,47,40,0,25,0, ,0, , 
219067,99999, ,1991,02,5,47,20,37,34,0,31,0, ,0, , 
219067,99999, ,1991,02,6,38,25,34,32,0,33,0, ,0, , 
219067,99999, ,1991,02,7,46,26,41,36,0,29,0, ,0, , 
219067,99999, ,1991,02,8,47,32,46,40,0,25,0, ,0, , 
219067,99999, ,1991,02,9,47,28,32,38,0,27,0, ,0, , 
219067,99999, ,1991,02,10,35,22,35,29,0,36,0, ,0, , 
219067,99999, ,1991,02,11,23,13,99999,18,0,47,0, ,0, , 
219067,99999, ,1991,02,12,34,11,28,23,0,42,0, ,0, , 
219067,99999, ,1991,02,13,31,26,30,29,0,36,999.99,null,1.0, , 
219067,99999, ,1991,02,14,30,0,14,15,0,50,999.99,null,1.8, , 
219067,99999, ,1991,02,15,14,-6,2,4,0,61,0, ,0, , 
219067,99999, ,1991,02,16,33,2,23,18,0,47,0, ,0, , 
219067,99999, ,1991,02,17,36,23,33,30,0,35,0, ,0, , 
219067,99999, ,1991,02,18,33,25,33,29,0,36,0.04, ,0, , 
