COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
217004,14925, ,1990,10,1,66,42, ,54,0,11,T,null,0, ,0
217004,14925, ,1990,10,2,74,39, ,57,0,8,T,null,0, ,0
217004,14925, ,1990,10,3,66,46, ,56,0,9,0.70, ,0, ,0
217004,14925, ,1990,10,4,66,43, ,55,0,10,T,null,0, ,0
217004,14925, ,1990,10,5,81,46, ,64,0,1,0, ,0, ,0
217004,14925, ,1990,10,6,66,47, ,57,0,8,0, ,0, ,0
217004,14925, ,1990,10,7,54,38, ,46,0,19,0, ,0, ,0
217004,14925, ,1990,10,8,44,39, ,42,0,23,0.10, ,T,null,0
217004,14925, ,1990,10,9,49,30, ,40,0,25,T,null,0, ,0
217004,14925, ,1990,10,10,51,25, ,38,0,27,0, ,0, ,0
217004,14925, ,1990,10,11,63,29, ,46,0,19,0, ,0, ,0
217004,14925, ,1990,10,12,56,31, ,44,0,21,T,null,0, ,0
217004,14925, ,1990,10,13,61,31, ,46,0,19,0.01, ,0, ,0
217004,14925, ,1990,10,14,61,37, ,49,0,16,0.02, ,0, ,0
217004,14925, ,1990,10,15,57,34, ,46,0,19,0, ,0, ,0
217004,14925, ,1990,10,16,65,41, ,53,0,12,T,null,0, ,0
217004,14925, ,1990,10,17,65,33, ,49,0,16,0.25, ,0.2, ,0
217004,14925, ,1990,10,18,42,26, ,34,0,31,0.06, ,0.6, ,1
217004,14925, ,1990,10,19,50,25, ,38,0,27,0, ,0, ,0
217004,14925, ,1990,10,20,54,40, ,47,0,18,0.70, ,0, ,0
217004,14925, ,1990,10,21,46,26, ,36,0,29,0.01, ,0, ,0
217004,14925, ,1990,10,22,55,26, ,41,0,24,T,null,0, ,0
217004,14925, ,1990,10,23,62,36, ,49,0,16,0.01, ,0, ,0
217004,14925, ,1990,10,24,52,29, ,41,0,24,0, ,0, ,0
217004,14925, ,1990,10,25,48,24, ,36,0,29,0, ,0, ,0
217004,14925, ,1990,10,26,61,36, ,49,0,16,0, ,0, ,0
217004,14925, ,1990,10,27,53,36, ,45,0,20,0, ,0, ,0
217004,14925, ,1990,10,28,51,23, ,37,0,28,0, ,0, ,0
217004,14925, ,1990,10,29,64,35, ,50,0,15,0, ,0, ,0
217004,14925, ,1990,10,30,61,37, ,49,0,16,0, ,0, ,0
217004,14925, ,1990,10,31,70,37, ,54,0,11,0, ,0, ,0,46.5,58.5,34.4,81,23,0,567,1.86,0.8

217004,14925, ,1990,11,1,70,55, ,63,0,2,0, ,0, ,0
217004,14925, ,1990,11,2,60,42, ,51,0,14,T,null,0, ,0
217004,14925, ,1990,11,3,45,31, ,38,0,27,0.23, ,0.9, ,0
217004,14925, ,1990,11,4,34,26, ,30,0,35,0, ,0, ,1
217004,14925, ,1990,11,5,37,24, ,31,0,34,0, ,0, ,T
217004,14925, ,1990,11,6,36,24, ,30,0,35,0.05, ,0.5, ,0
217004,14925, ,1990,11,7,32,15, ,24,0,41,0, ,0, ,T
217004,14925, ,1990,11,8,31,18, ,25,0,40,0.01, ,T,null,T
217004,14925, ,1990,11,9,45,27, ,36,0,29,0, ,0, ,T
217004,14925, ,1990,11,10,43,23, ,33,0,32,0, ,0, ,0
217004,14925, ,1990,11,11,47,22, ,35,0,30,T,null,0, ,0
217004,14925, ,1990,11,12,43,26, ,35,0,30,0, ,0, ,0
217004,14925, ,1990,11,13,48,26, ,37,0,28,0, ,0, ,0
217004,14925, ,1990,11,14,68,37, ,53,0,12,0, ,0, ,0
217004,14925, ,1990,11,15,65,45, ,55,0,10,0, ,0, ,0
217004,14925, ,1990,11,16,50,30, ,40,0,25,0, ,0, ,0
217004,14925, ,1990,11,17,49,23, ,36,0,29,0, ,0, ,0
217004,14925, ,1990,11,18,54,35, ,45,0,20,0, ,0, ,0
217004,14925, ,1990,11,19,56,28, ,42,0,23,0, ,0, ,0
217004,14925, ,1990,11,20,57,40, ,49,0,16,0.01, ,0, ,0
217004,14925, ,1990,11,21,69,35, ,52,0,13,T,null,0, ,0
217004,14925, ,1990,11,22,52,29, ,41,0,24,0, ,0, ,0
217004,14925, ,1990,11,23,45,25, ,35,0,30,0, ,0, ,0
217004,14925, ,1990,11,24,56,24, ,40,0,25,0, ,0, ,0
217004,14925, ,1990,11,25,34,21, ,28,0,37,0, ,0, ,0
217004,14925, ,1990,11,26,48,20, ,34,0,31,0.02, ,0, ,0
217004,14925, ,1990,11,27,37,23, ,30,0,35,0.12, ,0.2, ,0
217004,14925, ,1990,11,28,26,16, ,21,0,44,0, ,0, ,T
217004,14925, ,1990,11,29,38,13, ,26,0,39,0, ,0, ,T
217004,14925, ,1990,11,30,49,31, ,40,0,25,0, ,0, ,0,37.6,47.5,27.8,70,13,0,815,0.44,1.6

217004,14925, ,1990,12,1,39,18, ,29,0,36,0, ,0, ,0
217004,14925, ,1990,12,2,30,13, ,22,0,43,0.02, ,0.4, ,0
217004,14925, ,1990,12,3,25,20, ,23,0,42,0.54, ,8.0, ,4
217004,14925, ,1990,12,4,20,1, ,11,0,54,0, ,0, ,8
217004,14925, ,1990,12,5,36,15, ,26,0,39,0, ,0, ,7
217004,14925, ,1990,12,6,30,15, ,23,0,42,0, ,0, ,6
217004,14925, ,1990,12,7,37,26, ,32,0,33,0, ,0, ,6
217004,14925, ,1990,12,8,40,22, ,31,0,34,0, ,0, ,5
217004,14925, ,1990,12,9,43,28, ,36,0,29,0, ,0, ,4
217004,14925, ,1990,12,10,39,28, ,34,0,31,0, ,0, ,3
217004,14925, ,1990,12,11,42,26, ,34,0,31,0, ,0, ,3
217004,14925, ,1990,12,12,36,23, ,30,0,35,T,null,0, ,2
217004,14925, ,1990,12,13,29,9, ,19,0,46,0, ,0, ,2
217004,14925, ,1990,12,14,29,10, ,20,0,45,0.25, ,2.5, ,2
217004,14925, ,1990,12,15,30,14, ,22,0,43,0.20, ,2.5, ,7
217004,14925, ,1990,12,16,30,11, ,21,0,44,0.05, ,0.4, ,7
217004,14925, ,1990,12,17,34,20, ,27,0,38,0.36, ,3.8, ,7
217004,14925, ,1990,12,18,23,17, ,20,0,45,0.02, ,0.3, ,9
217004,14925, ,1990,12,19,32,22, ,27,0,38,0.05, ,0.4, ,9
217004,14925, ,1990,12,20,34,-8, ,13,0,52,0.06, ,0.2, ,9
