COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
215488,99999, ,1990,10,1, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,2, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,3, , , , , , ,0.12, ,0, ,0
215488,99999, ,1990,10,4, , , , , , ,0.70, ,0, ,0
215488,99999, ,1990,10,5, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,6, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,7, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,8, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,9, , , , , , ,0.08, ,0, ,0
215488,99999, ,1990,10,10, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,11, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,12, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,13, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,14, , , , , , ,0.05, ,0, ,0
215488,99999, ,1990,10,15, , , , , , ,0.04, ,0, ,0
215488,99999, ,1990,10,16, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,17, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,18, , , , , , ,0.52, ,0, ,0
215488,99999, ,1990,10,19, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,20, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,21, , , , , , ,0.37, ,0, ,0
215488,99999, ,1990,10,22, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,23, , , , , , ,0.02, ,0, ,0
215488,99999, ,1990,10,24, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,25, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,26, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,27, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,28, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,29, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,30, , , , , , ,0, ,0, ,0
215488,99999, ,1990,10,31, , , , , , ,0, ,0, ,0, , , , , , , ,1.90,0

215488,99999, ,1990,11,1, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,2, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,3, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,4, , , , , , ,0.23, ,0, ,0
215488,99999, ,1990,11,5, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,6, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,7, , , , , , ,0.02, ,0, ,0
215488,99999, ,1990,11,8, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,9, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,10, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,11, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,12, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,13, , , , , , ,0, ,0, ,0
215488,99999, ,1990,11,14, , , , , , ,0, ,0, ,0
