COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
474546,99999, ,1990,10,1,63,41,55,52,0,13,0, ,0, ,0
474546,99999, ,1990,10,2,65,39,44,52,0,13,0, ,0, ,0
474546,99999, ,1990,10,3,73,44,62,59,0,6,0.43, ,0, ,0
474546,99999, ,1990,10,4,65,41,46,53,0,12,0.32, ,0, ,0
474546,99999, ,1990,10,5,68,46,58,57,0,8,0, ,0, ,0
474546,99999, ,1990,10,6,83,58,71,71,6,0,0, ,0, ,0
474546,99999, ,1990,10,7,79,46,48,63,0,2,0.17, ,0, ,0
474546,99999, ,1990,10,8,56,40,43,48,0,17,0, ,0, ,0
474546,99999, ,1990,10,9,43,37,40,40,0,25,0.16, ,0, ,0
474546,99999, ,1990,10,10,47,36,37,42,0,23,0.06, ,0, ,0
474546,99999, ,1990,10,11,46,28,45,37,0,28,0.19, ,0, ,0
474546,99999, ,1990,10,12,61,38,39,50,0,15,0, ,0, ,0
474546,99999, ,1990,10,13,57,32,38,45,0,20,0, ,0, ,0
474546,99999, ,1990,10,14,60,38,51,49,0,16,0.05, ,0, ,0
474546,99999, ,1990,10,15,61,36,37,49,0,16,0.10, ,0, ,0
474546,99999, ,1990,10,16,55,37,43,46,0,19,0, ,0, ,0
474546,99999, ,1990,10,17,68,43,64,56,0,9,0, ,0, ,0
474546,99999, ,1990,10,18,71,33,35,52,0,13,0.22, ,0, ,0
474546,99999, ,1990,10,19,42,24,27,33,0,32,0, ,0, ,0
474546,99999, ,1990,10,20,52,27,48,40,0,25,0, ,0, ,0
474546,99999, ,1990,10,21,54,40,41,47,0,18,0.32, ,0, ,0
474546,99999, ,1990,10,22,49,25,27,37,0,28,0, ,0, ,0
474546,99999, ,1990,10,23,55,27,35,41,0,24,0, ,0, ,0
474546,99999, ,1990,10,24,62,34,35,48,0,17,0, ,0, ,0
474546,99999, ,1990,10,25,54,28,30,41,0,24,0, ,0, ,0
474546,99999, ,1990,10,26,50,29,30,40,0,25,0, ,0, ,0
474546,99999, ,1990,10,27,59,29,45,44,0,21,0, ,0, ,0
