COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
219072,99999, ,2002,10,1,85,61,63,73,8,0,0.09, ,0, ,0
219072,99999, ,2002,10,2,76,54,54,65,0,0,0, ,0, ,0
219072,99999, ,2002,10,3,54,48,49,51,0,14,0.29, ,0, ,0
219072,99999, ,2002,10,4,61,48,61,55,0,10,1.04, ,0, ,0
219072,99999, ,2002,10,5,66,39,39,53,0,12,0.05, ,0, ,0
219072,99999, ,2002,10,6,58,40,52,49,0,16,0.21, ,0, ,0
219072,99999, ,2002,10,7,56,35,36,46,0,19,0.04, ,0, ,0
219072,99999, ,2002,10,8,53,33,52,43,0,22,0, ,0, ,0
219072,99999, ,2002,10,9,66,38,39,52,0,13,0, ,0, ,0
219072,99999, ,2002,10,10,57,38,46,48,0,17,0.55, ,0, ,0
219072,99999, ,2002,10,11,69,46,54,58,0,7,0, ,0, ,0
219072,99999, ,2002,10,12,74,53,60,64,0,1,0, ,0, ,0
219072,99999, ,2002,10,13,60,36,36,48,0,17,0.32, ,0, ,0
219072,99999, ,2002,10,14,53,35,41,44,0,21,0, ,0, ,0
219072,99999, ,2002,10,15,62,40,45,51,0,14,0, ,0, ,0
219072,99999, ,2002,10,16,52,28,28,40,0,25,0, ,0, ,0
219072,99999, ,2002,10,17,45,28,36,37,0,28,0.03, ,0, ,0
219072,99999, ,2002,10,18,45,35,41,40,0,25,0.15, ,0, ,0
219072,99999, ,2002,10,19,55,40,99999,48,0,17,0, ,0, ,0
219072,99999, ,2002,10,20,43,30,31,37,0,28,0, ,0, ,0
219072,99999, ,2002,10,21,41,31,38,36,0,29,0.25, ,0, ,0
219072,99999, ,2002,10,22,44,34,34,39,0,26,0.14, ,0, ,0
219072,99999, ,2002,10,23,44,31,31,38,0,27,0, ,0, ,0
219072,99999, ,2002,10,24,41,31,32,36,0,29,0, ,0, ,0
219072,99999, ,2002,10,25,40,32,33,36,0,29,0.09, ,0, ,0
219072,99999, ,2002,10,26,42,33,38,38,0,27,0.05, ,0, ,0
219072,99999, ,2002,10,27,43,30,30,37,0,28,0, ,0, ,0
219072,99999, ,2002,10,28,42,29,35,36,0,29,0.04, ,0, ,0
219072,99999, ,2002,10,29,44,35,41,40,0,25,0, ,0, ,0
219072,99999, ,2002,10,30,46,35,35,41,0,24,0, ,0, ,0
219072,99999, ,2002,10,31,49,30,30,40,0,25,0.02, ,0, ,0,45.5,53.7,37.3,85,28,8,604,3.36,0

219072,99999, ,2002,11,1,37,25,25,31,0,34,0, ,0, ,0
219072,99999, ,2002,11,2,39,24,30,32,0,33,0, ,0, ,0
219072,99999, ,2002,11,3,46,25,25,36,0,29,0, ,0, ,0
219072,99999, ,2002,11,4,49,25,31,37,0,28,0, ,0, ,0
219072,99999, ,2002,11,5,39,30,31,35,0,30,0.01, ,T,null,0
219072,99999, ,2002,11,6,38,31,36,35,0,30,0.09, ,1.5, ,0
219072,99999, ,2002,11,7,50,30,34,40,0,25,0, ,0, ,0
219072,99999, ,2002,11,8,65,34,47,50,0,15,0, ,0, ,0
219072,99999, ,2002,11,9,58,39,41,49,0,16,0, ,0, ,0
219072,99999, ,2002,11,10,61,40,49,51,0,14,0, ,0, ,0
219072,99999, ,2002,11,11,55,36,36,46,0,19,0.06, ,0, ,0
219072,99999, ,2002,11,12,37,26,27,32,0,33,0, ,0, ,0
219072,99999, ,2002,11,13,51,26,28,39,0,26,0, ,0, ,0
219072,99999, ,2002,11,14,50,27,34,39,0,26,0, ,0, ,0
219072,99999, ,2002,11,15,35,21,21,28,0,37,0, ,0, ,0
219072,99999, ,2002,11,16,34,20,26,27,0,38,0, ,0, ,0
219072,99999, ,2002,11,17,33,22,22,28,0,37,0, ,0, ,0
219072,99999, ,2002,11,18,38,22,30,30,0,35,0, ,0, ,0
219072,99999, ,2002,11,19,40,28,35,34,0,31,0.02, ,0, ,0
219072,99999, ,2002,11,20,50,31,33,41,0,24,0, ,0, ,0
219072,99999, ,2002,11,21,50,31,33,41,0,24,0.02, ,0, ,0
219072,99999, ,2002,11,22,38,25,25,32,0,33,0, ,0, ,0
219072,99999, ,2002,11,23,38,25,35,32,0,33,0, ,0, ,0
219072,99999, ,2002,11,24,44,26,26,35,0,30,0, ,0, ,0
